id,title,date_added,release_year,score
ns1769,the next karate kid,2020-11-01,1994,3.6
ns177,the golden child,2021-09-01,1986,3.5
ns1770,voice,2020-11-01,2018,3.5
ns1771,wheels of fortune,2020-11-01,2020,3.5
ns1772,afronta! facing it!,2020-10-31,2017,3.5
ns1773,the 12th man,2020-10-31,2018,3.5
ns1774,zumbo's just desserts,2020-10-31,2019,3.5
ns1775,hidden in plain sight,2020-10-30,2019,3.5
ns1776,his house,2020-10-30,2020,3.5
ns1777,in line,2020-10-30,2017,3.6
ns1778,kaali khuhi,2020-10-30,2020,3.5
ns1779,kongsuni and friends,2020-10-30,2020,3.5
ns178,the guns of navarone,2021-09-01,1961,3.6
ns1780,marvel's agents of s.h.i.e.l.d.,2020-10-30,2020,3.5
ns1781,rogue city,2020-10-30,2020,3.5
ns1782,somebody feed phil,2020-10-30,2020,3.6
ns1783,suburra: blood on rome,2020-10-30,2020,3.5
ns1784,the day of the lord,2020-10-30,2020,3.5
ns1785,pagpag: nine lives,2020-10-29,2013,3.6
ns1786,holidate,2020-10-28,2020,3.5
ns1787,la gran ilusión,2020-10-28,2016,3.5
ns1788,metallica through the never,2020-10-28,2013,3.6
ns1789,nobody sleeps in the woods tonight,2020-10-28,2020,3.4
ns179,the interview,2021-09-01,2014,3.6
ns1790,secrets of the saqqara tomb,2020-10-28,2020,3.5
ns1791,blood of zeus,2020-10-27,2020,3.6
ns1792,chico bon bon: monkey with a tool belt,2020-10-27,2020,3.5
ns1793,guillermo vilas: settling the score,2020-10-27,2020,3.5
ns1794,sarah cooper: everything's fine,2020-10-27,2020,3.5
ns1795,the devil punisher,2020-10-26,2020,3.6
ns1796,ajab prem ki ghazab kahani,2020-10-25,2009,3.5
ns1797,black '47,2020-10-24,2018,3.5
ns1798,i am woman,2020-10-24,2019,3.5
ns1799,alice junior,2020-10-23,2019,3.5
ns18,falsa identidad,2021-09-22,2020,3.5
ns180,the nutty professor,2021-09-01,1996,3.6
ns1800,barbarians,2020-10-23,2020,3.6
ns1801,move,2020-10-23,2020,3.5
ns1802,over the moon,2020-10-23,2020,3.6
ns1803,shattered memories,2020-10-23,2018,3.6
ns1804,stolen away,2020-10-23,2020,3.6
ns1805,the queen's gambit,2020-10-23,2020,3.5
ns1806,bending the arc,2020-10-22,2017,3.6
ns1807,cadaver,2020-10-22,2020,3.6
ns1808,exes baggage,2020-10-22,2018,3.5
ns1809,fisherman's friends,2020-10-22,2019,3.5
ns181,the nutty professor ii: the klumps,2021-09-01,2000,3.5
ns1810,the hows of us,2020-10-22,2018,3.5
ns1811,the hummingbird project,2020-10-22,2018,3.4
ns1812,"yes, god, yes",2020-10-22,2020,3.6
ns1813,brave blue world: racing to solve our water crisis,2020-10-21,2020,3.5
ns1814,my next guest needs no introduction with david letterman,2020-10-21,2020,3.5
ns1815,rebecca,2020-10-21,2020,3.5
ns1816,the magic school bus rides again the frizz connection,2020-10-20,2020,3.5
ns1817,tremors: shrieker island,2020-10-20,2020,3.6
ns1818,beirut oh beirut,2020-10-19,1975,3.5
ns1819,bosta,2020-10-19,2005,3.5
ns182,turning point: 9/11 and the war on terror,2021-09-01,2021,3.5
ns1820,ghadi,2020-10-19,2013,3.6
ns1821,heritages,2020-10-19,2014,3.6
ns1822,listen,2020-10-19,2017,3.5
ns1823,out of life,2020-10-19,1991,3.6
ns1824,panoptic,2020-10-19,2017,3.5
ns1825,taxi ballad,2020-10-19,2012,3.5
ns1826,the kite,2020-10-19,2003,3.5
ns1827,the little wars,2020-10-19,1982,3.5
ns1828,under the bombs,2020-10-19,2007,3.5
ns1829,unsolved mysteries,2020-10-19,2020,3.5
ns183,welcome home roscoe jenkins,2021-09-01,2008,3.6
ns1830,west beirut,2020-10-19,1999,3.6
ns1831,what did i mess,2020-10-19,2018,3.5
ns1832,whispers,2020-10-19,1980,3.6
ns1833,zozo,2020-10-19,2005,3.6
ns1834,paranorman,2020-10-18,2012,3.5
ns1835,start-up,2020-10-18,2020,3.6
ns1836,i am vengeance: retaliation,2020-10-17,2020,3.5
ns1837,disconnect,2020-10-16,2018,3.6
ns1838,grand army,2020-10-16,2020,3.5
ns1839,in a valley of violence,2020-10-16,2016,3.6
ns184,in the line of fire,2021-08-31,1993,3.5
ns1840,la révolution,2020-10-16,2020,3.6
ns1841,someone has to die,2020-10-16,2020,3.6
ns1842,the last kids on earth,2020-10-16,2020,3.5
ns1843,the trial of the chicago 7,2020-10-16,2020,3.5
ns1844,unfriended,2020-10-16,2014,3.5
ns1845,a babysitter's guide to monster hunting,2020-10-15,2020,3.6
ns1846,batman: the killing joke,2020-10-15,2016,3.6
ns1847,el-khawaga's dilemma,2020-10-15,2018,3.6
ns1848,fireman sam,2020-10-15,2018,3.5
ns1849,half & half,2020-10-15,2005,3.5
ns185,sparking joy,2021-08-31,2021,3.5
ns1850,kartini: princess of java,2020-10-15,2017,3.6
ns1851,love like the falling rain,2020-10-15,2020,3.5
ns1852,one on one,2020-10-15,2006,3.5
ns1853,power rangers beast morphers,2020-10-15,2020,3.6
ns1854,rooting for roona,2020-10-15,2020,3.5
ns1855,social distance,2020-10-15,2020,3.5
ns1856,a choo,2020-10-14,2020,3.6
ns1857,blackpink: light up the sky,2020-10-14,2020,3.5
ns1858,the three deaths of marisela escobedo,2020-10-14,2020,3.5
ns1859,fida,2020-10-13,2004,3.6
ns186,untold: crime & penalties,2021-08-31,2021,3.5
ns1860,octonauts & the great barrier reef,2020-10-13,2020,3.6
ns1861,the cabin with bert kreischer,2020-10-13,2020,3.5
ns1862,dil,2020-10-12,1990,3.6
ns1863,disco dancer,2020-10-12,1982,3.5
ns1864,hunterrr,2020-10-12,2015,3.5
ns1865,kipo and the age of wonderbeasts,2020-10-12,2020,3.5
ns1866,phir hera pheri,2020-10-12,2006,3.6
ns1867,the legend of bhagat singh,2020-10-12,2002,3.5
ns1868,house of the witch,2020-10-11,2017,3.6
ns1869,deaf u,2020-10-09,2020,3.5
ns187,hometown cha-cha-cha,2021-08-29,2021,3.5
ns1870,ginny weds sunny,2020-10-09,2020,3.5
ns1871,my step dad: the hippie,2020-10-09,2018,3.6
ns1872,super monsters: dia de los monsters,2020-10-09,2020,3.6
ns1873,the forty-year-old version,2020-10-09,2020,3.5
ns1874,the haunting of bly manor,2020-10-09,2020,3.5
ns1875,bigflo & oli: hip hop frenzy,2020-10-08,2020,3.5
ns1876,do do sol sol la la sol,2020-10-08,2020,3.6
ns1877,palermo hollywood,2020-10-08,2004,3.5
ns1878,private lives,2020-10-08,2020,3.5
ns1879,the 100,2020-10-08,2020,3.6
ns188,the ingenuity of the househusband,2021-08-29,2021,3.5
ns1880,hubie halloween,2020-10-07,2020,3.5
ns1881,to the lake,2020-10-07,2020,3.5
ns1882,american pie 9: girls' rules,2020-10-06,2020,3.6
ns1883,dolly parton: here i am,2020-10-06,2019,3.5
ns1884,starbeam: halloween hero,2020-10-06,2020,3.6
ns1885,walk away from love,2020-10-06,2017,3.6
ns1886,bad boy billionaires: india,2020-10-05,2020,3.5
ns1887,david attenborough: a life on our planet,2020-10-04,2020,3.6
ns1888,"best wishes, warmest regards: a schitt's creek farewell",2020-10-03,2020,3.6
ns1889,good game: the beginning,2020-10-03,2018,3.5
ns189,2 alone in paris,2021-08-28,2008,3.5
ns1890,pat a pat como,2020-10-03,2016,3.5
ns1891,qurious como,2020-10-03,2017,3.6
ns1892,a chaster marriage,2020-10-02,2016,3.5
ns1893,a go! go! cory carson halloween,2020-10-02,2020,3.5
ns1894,dreamworks happy holidays from madagascar,2020-10-02,2005,3.6
ns1895,emily in paris,2020-10-02,2020,3.5
ns1896,h2o: just add water,2020-10-02,2009,3.6
ns1897,òlòtūré,2020-10-02,2020,3.5
ns1898,serious men,2020-10-02,2020,3.6
ns1899,the binding,2020-10-02,2020,3.5
ns19,intrusion,2021-09-22,2021,3.5
ns190,bread barbershop,2021-08-28,2020,3.5
ns1900,turkish dance school,2020-10-02,2017,3.6
ns1901,vampires vs. the bronx,2020-10-02,2020,3.5
ns1902,you've got this,2020-10-02,2020,3.6
ns1903,all because of you,2020-10-01,2020,3.7
ns1904,an ordinary man,2020-10-01,2017,3.6
ns1905,carlos almaraz: playing with fire,2020-10-01,2019,3.6
ns1906,cold harbour,2020-10-01,2013,3.5
ns1907,evil,2020-10-01,2019,3.6
ns1908,familiar wife,2020-10-01,2018,3.6
ns1909,food wars!: shokugeki no soma,2020-10-01,2016,3.6
ns191,thimmarusu,2021-08-28,2021,3.5
ns1910,free state of jones,2020-10-01,2016,3.5
ns1911,"good morning, verônica",2020-10-01,2020,3.6
ns1912,human nature,2020-10-01,2019,3.4
ns1913,hunt for the wilderpeople,2020-10-01,2016,3.5
ns1914,i'm leaving now,2020-10-01,2019,3.5
ns1915,journey of an african colony,2020-10-01,2018,3.6
ns1916,oktoberfest: beer & blood,2020-10-01,2020,3.5
ns1917,rize,2020-10-01,2005,3.5
ns1918,secreto bien guardado,2020-10-01,2019,3.6
ns1919,sword art online,2020-10-01,2018,3.5
ns192,wind river,2021-08-28,2017,3.5
ns1920,the american game,2020-10-01,2019,3.6
ns1921,the book of sun,2020-10-01,2020,3.5
ns1922,the outpost,2020-10-01,2020,3.5
ns1923,the parkers,2020-10-01,2003,3.6
ns1924,the unicorn,2020-10-01,2019,3.6
ns1925,we have always lived in the castle,2020-10-01,2018,3.6
ns1926,you cannot hide,2020-10-01,2020,3.5
ns1927,american murder: the family next door,2020-09-30,2020,3.6
ns1928,baxu and the giants,2020-09-30,2019,3.6
ns1929,black butler,2020-09-30,2010,3.6
ns193,c kkompany,2021-08-27,2008,3.5
ns1930,man with a plan,2020-09-30,2020,3.5
ns1931,poacher,2020-09-30,2018,3.5
ns1932,the boys in the band,2020-09-30,2020,3.6
ns1933,the boys in the band: something personal,2020-09-30,2020,3.5
ns1934,wentworth,2020-09-30,2020,3.5
ns1935,bully,2020-09-29,2012,3.6
ns1936,michelle buteau: welcome to buteaupia,2020-09-29,2020,3.6
ns1937,welcome to sudden death,2020-09-29,2020,3.5
ns1938,amandla! a revolution in four part harmony,2020-09-28,2002,3.5
ns1939,ankhon dekhi,2020-09-28,2013,3.5
ns194,d.p.,2021-08-27,2021,3.5
ns1940,dedh ishqiya,2020-09-28,2014,3.4
ns1941,golmaal returns,2020-09-28,2008,3.6
ns1942,ishq vishk,2020-09-28,2003,3.5
ns1943,ishqiya,2020-09-28,2009,3.5
ns1944,jab we met,2020-09-28,2007,3.5
ns1945,mann,2020-09-28,1999,3.5
ns1946,manorama six feet under,2020-09-28,2007,3.5
ns1947,welcome,2020-09-28,2007,3.6
ns1948,"whose vote counts, explained",2020-09-28,2020,3.5
ns1949,van helsing,2020-09-27,2019,3.5
ns195,deadly sins,2021-08-27,2002,3.5
ns1950,the good place,2020-09-26,2020,3.6
ns1951,time out,2020-09-26,2015,3.5
ns1952,a perfect crime,2020-09-25,2020,3.4
ns1953,mighty little bheem,2020-09-25,2020,3.6
ns1954,my mother's wound,2020-09-25,2016,3.5
ns1955,sneakerheads,2020-09-25,2020,3.5
ns1956,the school nurse files,2020-09-25,2020,3.5
ns1957,zulu man in japan,2020-09-25,2019,3.5
ns1958,real steel,2020-09-24,2011,3.5
ns1959,the chef show,2020-09-24,2020,3.6
ns196,emi: liya hai to chukana padega,2021-08-27,2008,3.6
ns1960,enola holmes,2020-09-23,2020,3.6
ns1961,kiss the ground,2020-09-22,2020,3.6
ns1962,the playbook,2020-09-22,2020,3.6
ns1963,a love song for latasha,2020-09-21,2020,3.5
ns1964,dtc yukemuri junjo hen from high & low,2020-09-20,2018,3.5
ns1965,high & low the movie,2020-09-20,2016,3.6
ns1966,high & low the movie 2 / end of sky,2020-09-20,2017,3.5
ns1967,high & low the movie 3 / final mission,2020-09-20,2017,3.5
ns1968,high & low the red rain,2020-09-20,2016,3.6
ns1969,high & low the worst,2020-09-20,2019,3.6
ns197,he's all that,2021-08-27,2021,3.7
ns1970,road to high & low,2020-09-20,2016,3.5
ns1971,the blue elephant 2,2020-09-20,2019,3.5
ns1972,bhaji in problem,2020-09-19,2013,3.5
ns1973,black,2020-09-19,2015,3.5
ns1974,fukrey boyzzz,2020-09-19,2020,3.5
ns1975,saheb biwi aur gangster returns,2020-09-19,2013,3.5
ns1976,santa banta pvt ltd,2020-09-19,2016,3.5
ns1977,the royal bengal tiger,2020-09-19,2014,3.5
ns1978,dolly kitty aur woh chamakte sitare,2020-09-18,2020,3.5
ns1979,ratched,2020-09-18,2020,3.5
ns198,i heart arlo,2021-08-27,2021,3.5
ns1980,the american barbecue showdown,2020-09-18,2020,3.5
ns1981,the blacklist,2020-09-18,2019,3.6
ns1982,whipped,2020-09-18,2020,3.6
ns1983,anaamika,2020-09-17,2014,3.5
ns1984,dragon's dogma,2020-09-17,2020,3.6
ns1985,gims: on the record,2020-09-17,2020,3.5
ns1986,horrid henry's gross day out,2020-09-17,2020,3.5
ns1987,nee enge en anbe,2020-09-17,2014,3.6
ns1988,residue,2020-09-17,2020,3.5
ns1989,the last word,2020-09-17,2020,3.5
ns199,king of boys: the return of the king,2021-08-27,2021,3.6
ns1990,baby,2020-09-16,2020,3.6
ns1991,challenger,2020-09-16,2020,3.5
ns1992,criminal: uk,2020-09-16,2020,3.5
ns1993,dr jason leong hashtag blessed,2020-09-16,2018,3.5
ns1994,signs,2020-09-16,2020,3.6
ns1995,sing on!,2020-09-16,2020,3.6
ns1996,the devil all the time,2020-09-16,2020,3.5
ns1997,the paramedic,2020-09-16,2020,3.5
ns1998,the take,2020-09-16,2016,3.6
ns1999,call the midwife,2020-09-15,2020,3.5
ns2,blood & water,2021-09-24,2021,3.6
ns20,jaguar,2021-09-22,2021,3.6
ns200,koi aap sa,2021-08-27,2006,3.5
ns2000,hope frozen: a quest to live twice,2020-09-15,2020,3.5
ns2001,michael mcintyre: showman,2020-09-15,2020,3.5
ns2002,raising victor vargas,2020-09-15,2002,3.5
ns2003,taco chronicles,2020-09-15,2020,3.5
ns2004,the smurfs 2,2020-09-15,2013,3.5
ns2005,wish upon a unicorn,2020-09-15,2020,3.6
ns2006,lara and the beat,2020-09-14,2018,3.6
ns2007,buddi,2020-09-11,2020,3.5
ns2008,dad wanted,2020-09-11,2020,3.5
ns2009,family business,2020-09-11,2020,3.5
ns201,krishna cottage,2021-08-27,2004,3.5
ns2010,girlfriends,2020-09-11,2007,3.6
ns2011,how to train your dragon 2,2020-09-11,2014,3.5
ns2012,pets united,2020-09-11,2020,3.5
ns2013,the barrier,2020-09-11,2020,3.4
ns2014,the duchess,2020-09-11,2020,3.6
ns2015,wonho chung: live in new york,2020-09-11,2014,3.5
ns2016,aapla manus,2020-09-10,2018,3.4
ns2017,ani... dr. kashinath ghanekar,2020-09-10,2018,3.6
ns2018,bhai: vyakti ki valli - poorvardha,2020-09-10,2019,3.5
ns2019,bhai: vyakti ki valli - uttarardh,2020-09-10,2019,3.6
ns202,kucch to hai,2021-08-27,2003,3.5
ns2020,cycle,2020-09-10,2018,3.5
ns2021,dhh,2020-09-10,2017,3.5
ns2022,greenleaf,2020-09-10,2020,3.6
ns2023,julie and the phantoms,2020-09-10,2020,3.4
ns2024,kaagar,2020-09-10,2019,3.6
ns2025,night of knots,2020-09-10,2018,3.6
ns2026,photocopy,2020-09-10,2016,3.5
ns2027,poshter girl,2020-09-10,2016,3.4
ns2028,satria heroes: revenge of the darkness,2020-09-10,2017,3.5
ns2029,son of adam,2020-09-10,2018,3.5
ns203,kyaa kool hai hum,2021-08-27,2005,3.6
ns2030,the babysitter: killer queen,2020-09-10,2020,3.5
ns2031,cargo,2020-09-09,2020,3.5
ns2032,cuties,2020-09-09,2020,3.4
ns2033,get organized with the home edit,2020-09-09,2020,3.6
ns2034,la línea: shadow of narco,2020-09-09,2020,3.6
ns2035,so much love to give,2020-09-09,2020,3.5
ns2036,the social dilemma,2020-09-09,2020,3.5
ns2037,#alive,2020-09-08,2020,3.6
ns2038,record of youth,2020-09-08,2020,3.5
ns2039,my octopus teacher,2020-09-07,2020,3.5
ns204,kyaa kool hain hum 3,2021-08-27,2016,3.6
ns2040,toll booth,2020-09-07,2010,3.4
ns2041,transformers: cyberverse,2020-09-07,2020,3.5
ns2042,"waiting for ""superman""",2020-09-07,2010,3.5
ns2043,cleverman,2020-09-05,2017,3.6
ns2044,villain,2020-09-05,2020,3.6
ns2045,away,2020-09-04,2020,3.5
ns2046,i'm thinking of ending things,2020-09-04,2020,3.6
ns2047,kandasamys: the wedding,2020-09-04,2019,3.5
ns2048,spirit riding free: riding academy,2020-09-04,2020,3.5
ns2049,the lost okoroshi,2020-09-04,2019,3.5
ns205,kyaa super kool hain hum,2021-08-27,2012,3.5
ns2050,you're my boss,2020-09-04,2015,3.6
ns2051,afonso padilha: classless,2020-09-03,2020,3.5
ns2052,ave maryam,2020-09-03,2018,3.6
ns2053,"love, guaranteed",2020-09-03,2020,3.6
ns2054,young wallander,2020-09-03,2020,3.6
ns2055,chef's table: bbq,2020-09-02,2020,3.5
ns2056,freaks – you're one of us,2020-09-02,2020,3.5
ns2057,hotel for dogs,2020-09-02,2009,3.5
ns2058,sky tour: the movie,2020-09-02,2020,3.5
ns2059,the witcher: a look inside the episodes,2020-09-02,2020,3.6
ns206,kyo kii... main jhuth nahin bolta,2021-08-27,2001,3.5
ns2060,adrift,2020-09-01,2018,3.5
ns2061,always be my maybe,2020-09-01,2016,3.5
ns2062,barbie princess adventure,2020-09-01,2020,3.5
ns2063,blue exorcist,2020-09-01,2017,3.5
ns2064,bookmarks,2020-09-01,2020,3.5
ns2065,borgen,2020-09-01,2012,3.6
ns2066,children of the sea,2020-09-01,2019,3.5
ns2067,erased,2020-09-01,2016,3.5
ns2068,fate/grand order -first order-,2020-09-01,2016,3.6
ns2069,felipe esparza: bad decisions,2020-09-01,2020,3.5
ns207,"lsd: love, sex aur dhokha",2021-08-27,2010,3.5
ns2070,h,2020-09-01,2002,3.5
ns2071,heidi,2020-09-01,2020,3.5
ns2072,puss in boots,2020-09-01,2011,3.6
ns2073,sex drive,2020-09-01,2008,3.5
ns2074,"sister, sister",2020-09-01,1998,3.7
ns2075,soldier,2020-09-01,1998,3.5
ns2076,"take the ball, pass the ball",2020-09-01,2018,3.5
ns2077,the boss baby: get that baby!,2020-09-01,2020,3.4
ns2078,the match,2020-09-01,2020,3.5
ns2079,the promised neverland,2020-09-01,2019,3.5
ns208,mission istaanbul: darr ke aagey jeet hai,2021-08-27,2008,3.6
ns2080,the smurfs,2020-09-01,2011,3.5
ns2081,thomas and friends,2020-09-01,2020,3.6
ns2082,true: friendship day,2020-09-01,2020,3.4
ns2083,maniyarayile ashokan,2020-08-31,2020,3.5
ns2084,the debt collector 2,2020-08-31,2020,3.6
ns2085,all together now,2020-08-29,2020,3.6
ns2086,i am a killer: released,2020-08-28,2020,3.6
ns2087,masaba masaba,2020-08-28,2020,3.5
ns2088,santana,2020-08-28,2020,3.5
ns2089,unknown origins,2020-08-28,2020,3.5
ns209,once upon a time in mumbaai,2021-08-27,2010,3.5
ns2090,aggretsuko,2020-08-27,2020,3.5
ns2091,edge of seventeen,2020-08-27,1998,3.6
ns2092,the bridge curse,2020-08-27,2020,3.5
ns2093,the young messiah,2020-08-27,2016,3.7
ns2094,her mother's killer,2020-08-26,2020,3.5
ns2095,lingua franca,2020-08-26,2019,3.6
ns2096,making the witcher,2020-08-26,2020,3.5
ns2097,million dollar beach house,2020-08-26,2020,3.6
ns2098,rising phoenix,2020-08-26,2020,3.5
ns2099,emily's wonder lab,2020-08-25,2020,3.6
ns21,monsters inside: the 24 faces of billy milligan,2021-09-22,2021,3.5
ns210,once upon a time in mumbai dobaara!,2021-08-27,2013,3.5
ns2100,trinkets,2020-08-25,2020,3.6
ns2101,septembers of shiraz,2020-08-24,2016,3.5
ns2102,baewatch: parental guidance,2020-08-22,2019,3.6
ns2103,ojos in d' house,2020-08-22,2013,3.5
ns2104,class of '83,2020-08-21,2020,3.5
ns2105,dark forces,2020-08-21,2020,3.6
ns2106,hoops,2020-08-21,2020,3.5
ns2107,rust valley restorers,2020-08-21,2020,3.5
ns2108,the sleepover,2020-08-21,2020,3.4
ns2109,goedam,2020-08-20,2020,3.6
ns211,ragini mms,2021-08-27,2011,3.5
ns2110,john was trying to contact aliens,2020-08-20,2020,3.5
ns2111,scarecrow,2020-08-20,2019,3.5
ns2112,the crimes that bind,2020-08-20,2020,3.6
ns2113,demarcus family rules,2020-08-19,2020,3.6
ns2114,high score,2020-08-19,2020,3.5
ns2115,little singham: kaal ka badla,2020-08-19,2020,3.6
ns2116,drunk parents,2020-08-18,2019,3.5
ns2117,meet the in-laws,2020-08-18,2017,3.5
ns2118,crazy awesome teachers,2020-08-17,2020,3.5
ns2119,glitch techs,2020-08-17,2020,3.6
ns212,ragini mms 2,2021-08-27,2014,3.5
ns2120,islands of faith,2020-08-17,2018,3.6
ns2121,les misérables,2020-08-16,2012,3.5
ns2122,seventh son,2020-08-16,2014,3.6
ns2123,stranger,2020-08-16,2020,3.4
ns2124,dérè: an african tale,2020-08-15,2016,3.6
ns2125,rita,2020-08-15,2020,3.6
ns2126,takki,2020-08-15,2014,3.5
ns2127,what's your raashee?,2020-08-15,2009,3.6
ns2128,3%,2020-08-14,2020,3.6
ns2129,beyond the boundary: icc women's t20 world cup australia 2020,2020-08-14,2020,3.6
ns213,rebellion,2021-08-27,2016,3.6
ns2130,fearless,2020-08-14,2020,3.5
ns2131,nigerian prince,2020-08-14,2018,3.5
ns2132,octonauts & the caves of sac actun,2020-08-14,2020,3.5
ns2133,project power,2020-08-14,2020,3.6
ns2134,teenage bounty hunters,2020-08-14,2020,3.5
ns2135,the great heist,2020-08-14,2020,3.5
ns2136,the legend of korra,2020-08-14,2014,3.6
ns2137,zoids wild,2020-08-14,2018,3.6
ns2138,an easy girl,2020-08-13,2019,3.5
ns2139,christine,2020-08-13,2016,3.6
ns214,ride on time,2021-08-27,2021,3.5
ns2140,simon killer,2020-08-13,2012,3.6
ns2141,(un)well,2020-08-12,2020,3.5
ns2142,gunjan saxena: the kargil girl,2020-08-12,2020,3.5
ns2143,mr. peabody & sherman,2020-08-11,2014,3.6
ns2144,"rob schneider: asian momma, mexican kids",2020-08-11,2020,3.6
ns2145,game on: a comedy crossover event,2020-08-10,2020,3.5
ns2146,terrace house: tokyo 2019-2020,2020-08-10,2019,3.5
ns2147,the lost husband,2020-08-10,2020,3.5
ns2148,diamonds in the sky,2020-08-08,2018,3.5
ns2149,the governor,2020-08-08,2016,3.5
ns215,sas: rise of the black swan,2021-08-27,2021,3.5
ns2150,we summon the darkness,2020-08-08,2020,3.6
ns2151,"berlin, berlin: lolle on the run",2020-08-07,2020,3.4
ns2152,high seas,2020-08-07,2020,3.5
ns2153,selling sunset,2020-08-07,2020,3.5
ns2154,sing on! germany,2020-08-07,2020,3.5
ns2155,stars in the sky: a hunting story,2020-08-07,2018,3.6
ns2156,the magic school bus rides again kids in space,2020-08-07,2020,3.5
ns2157,tiny creatures,2020-08-07,2020,3.5
ns2158,wizards: tales of arcadia,2020-08-07,2020,3.5
ns2159,word party songs,2020-08-07,2020,3.4
ns216,shootout at lokhandwala,2021-08-27,2007,3.5
ns2160,work it,2020-08-07,2020,3.5
ns2161,ever after high,2020-08-06,2016,3.5
ns2162,nasha natasha,2020-08-06,2020,3.6
ns2163,the rain,2020-08-06,2020,3.5
ns2164,anelka: misunderstood,2020-08-05,2020,3.6
ns2165,sin city,2020-08-05,2019,3.6
ns2166,world's most wanted,2020-08-05,2020,3.6
ns2167,a go! go! cory carson summer camp,2020-08-04,2020,3.6
ns2168,malibu rescue: the next wave,2020-08-04,2020,3.6
ns2169,mystery lab,2020-08-04,2020,3.5
ns217,shor in the city,2021-08-27,2011,3.5
ns2170,sam jay: 3 in the morning,2020-08-04,2020,3.6
ns2171,immigration nation,2020-08-03,2020,3.5
ns2172,almost love,2020-08-02,2020,3.5
ns2173,killing hasselhoff,2020-08-01,2017,3.6
ns2174,moesha,2020-08-01,2000,3.6
ns2175,my perfect landing,2020-08-01,2020,3.5
ns2176,nagi-asu: a lull in the sea,2020-08-01,2014,3.5
ns2177,rogue warfare: the hunt,2020-08-01,2020,3.6
ns2178,super monsters: the new class,2020-08-01,2020,3.6
ns2179,the next step,2020-08-01,2018,3.6
ns218,the dirty picture,2021-08-27,2011,3.5
ns2180,the ottoman lieutenant,2020-08-01,2017,3.5
ns2181,toradora!,2020-08-01,2008,3.5
ns2182,transformers rescue bots academy,2020-08-01,2020,3.6
ns2183,tumi or not tumi,2020-08-01,2020,3.6
ns2184,what keeps you alive,2020-08-01,2018,3.5
ns2185,get even,2020-07-31,2020,3.5
ns2186,latte and the magic waterstone,2020-07-31,2020,3.6
ns2187,raat akeli hai,2020-07-31,2020,3.5
ns2188,seriously single,2020-07-31,2020,3.6
ns2189,sugar high,2020-07-31,2020,3.5
ns219,titletown high,2021-08-27,2021,3.6
ns2190,sugar rush,2020-07-31,2020,3.5
ns2191,the umbrella academy,2020-07-31,2020,3.6
ns2192,retablo,2020-07-30,2017,3.6
ns2193,transformers: war for cybertron trilogy,2020-07-30,2020,3.5
ns2194,uma maheswara ugra roopasya,2020-07-30,2020,3.5
ns2195,unlucky ploy,2020-07-30,2020,3.6
ns2196,it's her day,2020-07-29,2016,3.5
ns2197,redemption,2020-07-29,2019,3.5
ns2198,shine your eyes,2020-07-29,2020,3.6
ns2199,the hater,2020-07-29,2020,3.5
ns22,resurrection: ertugrul,2021-09-22,2018,3.6
ns220,edens zero,2021-08-26,2021,3.5
ns2200,the speed cubers,2020-07-29,2020,3.6
ns2201,tread,2020-07-29,2019,3.5
ns2202,last chance u,2020-07-28,2020,3.5
ns2203,banana split,2020-07-26,2020,3.6
ns2204,shameless (u.s.),2020-07-26,2019,3.5
ns2205,door ke darshan,2020-07-25,2020,3.6
ns2206,double world,2020-07-25,2020,3.5
ns2207,project marathwada,2020-07-25,2016,3.6
ns2208,animal crackers,2020-07-24,2020,3.6
ns2209,dragons: rescue riders: secrets of the songwing,2020-07-24,2020,3.5
ns221,family reunion,2021-08-26,2021,3.5
ns2210,nimbe,2020-07-24,2019,3.5
ns2211,offering to the storm,2020-07-24,2020,3.5
ns2212,romance doll,2020-07-24,2020,3.5
ns2213,sing on! spain,2020-07-24,2020,3.5
ns2214,the kissing booth 2,2020-07-24,2020,3.5
ns2215,sinatra: all or nothing at all,2020-07-23,2015,3.5
ns2216,the larva island movie,2020-07-23,2020,3.5
ns2217,the letter reader,2020-07-23,2019,3.6
ns2218,fear city: new york vs the mafia,2020-07-22,2020,3.5
ns2219,norsemen,2020-07-22,2020,3.6
ns222,"bob ross: happy accidents, betrayal & greed",2021-08-25,2021,3.5
ns2220,the remix: hip hop x fashion,2020-07-22,2019,3.6
ns2221,ip man 4: the finale,2020-07-21,2019,3.5
ns2222,jack whitehall: i'm only joking,2020-07-21,2020,3.5
ns2223,street food: latin america,2020-07-21,2020,3.5
ns2224,killer women with piers morgan,2020-07-19,2017,3.6
ns2225,funan,2020-07-18,2018,3.6
ns2226,gigantosaurus,2020-07-18,2019,3.5
ns2227,single wives,2020-07-18,2018,3.5
ns2228,cursed,2020-07-17,2020,3.6
ns2229,father soldier son,2020-07-17,2020,3.5
ns223,clickbait,2021-08-25,2021,3.6
ns2230,in the dark,2020-07-17,2020,3.6
ns2231,kissing game,2020-07-17,2020,3.5
ns2232,the millions,2020-07-17,2019,3.6
ns2233,fatal affair,2020-07-16,2020,3.6
ns2234,milf,2020-07-16,2018,3.5
ns2235,cold feet,2020-07-15,2019,3.6
ns2236,dark desire,2020-07-15,2020,3.6
ns2237,little singham: legend of dugabakka,2020-07-15,2020,3.6
ns2238,skin decision: before and after,2020-07-15,2020,3.5
